708.98205566	4.35294104
708.98608398	3.98039222
708.99041748	3.66666675
708.99432373	3.74509811
708.99847412	3.76470590
709.00250244	3.47058821
709.00250244	3.33333325
709.00646973	3.52941179
709.01062012	3.82352948
709.01470947	3.58823538
709.01892090	3.62745094
709.02288818	3.68627453
709.02697754	3.88235283
709.03112793	3.92156863
709.03112793	3.72549009
709.03521729	3.68627453
709.03918457	3.60784316
709.04345703	3.54901958
709.04345703	3.62745094
709.04760742	3.43137264
709.05163574	3.23529410
709.05584717	2.68627453
709.05969238	2.11764717
709.05969238	1.78431368
709.06390381	1.82352936
709.06799316	2.27450991
709.07214355	3.49019599
709.07214355	4.90196085
709.07604980	4.98039198
709.08020020	4.98039198
709.08435059	4.98039198
709.08843994	4.98039198
709.08843994	4.98039198
709.09252930	4.98039198
709.09674072	4.98039198
709.10083008	4.98039198
709.10083008	4.86274529
709.10485840	4.25490189
709.10882568	3.33333325
709.11322021	2.70588231
709.11730957	2.45098042
709.11730957	2.43137264
709.12158203	2.60784316
709.12542725	2.78431368
709.12951660	3.01960778
709.12951660	3.03921580
709.13348389	3.37254906
709.13775635	3.37254906
709.14172363	3.35294127
709.14581299	3.17647052
709.14581299	3.17647052
709.15014648	3.25490189
709.15399170	3.29411769
709.15814209	3.15686274
709.15814209	3.33333325
709.16241455	3.90196085
709.16619873	4.23529434
709.17034912	4.01960802
709.17449951	3.72549009
709.17449951	3.72549009
709.17901611	3.78431368
709.18298340	3.84313726
709.18701172	3.86274505
709.18701172	3.82352948
709.19110107	3.98039222
709.19506836	4.27450991
709.19903564	4.39215708
709.20312500	4.50980377
709.20312500	4.98039198
709.20721436	4.90196085
709.21136475	4.70588255
709.21545410	4.92156839
709.21545410	4.76470566
709.21954346	4.94117641
709.22369385	4.98039198
709.22772217	4.98039198
709.23193359	4.94117641
709.23193359	4.62745094
709.23583984	4.50980377
709.23999023	4.84313726
709.24407959	4.98039198
709.24407959	4.96078444
709.24822998	4.94117641
709.25238037	4.98039198
709.25640869	4.94117641
709.26043701	4.74509811
709.26043701	4.98039198
709.26458740	4.86274529
709.26879883	4.82352924
709.27294922	4.66666651
709.27294922	4.50980377
709.27685547	4.64705896
709.28100586	4.58823538
709.28515625	4.52941179
709.28942871	4.49019623
709.29321289	4.64705896
709.29736328	4.41176462
709.30151367	4.35294104
709.30151367	4.43137264
709.30560303	3.92156863
709.30975342	3.72549009
709.31378174	4.05882359
709.31787109	4.98039198
709.32202148	4.64705896
709.32611084	4.13725471
709.33026123	3.00000000
709.33026123	2.21568632
709.33422852	2.35294127
709.33837891	2.66666675
